0 0.7598 0.577296 0.7598 0.7598 0.7598 0.178672
1 0.7598 1.15459 0.7598 1.5196 0 0.178672
2 0.7598 1.73189 0.7598 2.2794 0 0.178672
3 0.7598 2.30918 0.7598 3.0392 0 0.178672
4 0.7598 2.88648 0.7598 3.799 0 0.178672
5 0.7598 3.46378 0.7598 4.5588 0 0.178672
6 0.7598 4.04107 0.7598 5.3186 0 0.178672
7 0.7596 4.61806 0.7596 6.0782 -0.0002 0.178624
8 0.7594 5.19475 0.7594 6.8376 -0.0002 0.178577
9 0.7589 5.77068 0.7589 7.5965 -0.0005 0.17846
10 0.7583 6.3457 0.7583 8.3548 -0.0006 0.178319
11 0.7579 6.92011 0.7579 9.1127 -0.0004 0.178225
12 0.7572 7.49347 0.7572 9.8699 -0.0007 0.17806
13 0.7564 8.06561 0.7564 10.6263 -0.0008 0.177872
14 0.7557 8.63669 0.7557 11.382 -0.0007 0.177707
15 0.7546 9.20611 0.7546 12.1366 -0.0011 0.177449
16 0.7534 9.77372 0.7534 12.89 -0.0012 0.177167
17 0.7525 10.34 0.7525 13.6425 -0.0009 0.176955
18 0.751 10.904 0.751 14.3935 -0.0015 0.176602
19 0.7499 11.4663 0.7499 15.1434 -0.0011 0.176343
20 0.7481 12.026 0.7481 15.8915 -0.0018 0.17592
21 0.746 12.5825 0.746 16.6375 -0.0021 0.175426
22 0.7446 13.1369 0.7446 17.3821 -0.0014 0.175097
23 0.7421 13.6876 0.7421 18.1242 -0.0025 0.174509
24 0.7403 14.2357 0.7403 18.8645 -0.0018 0.174086
25 0.7374 14.7794 0.7374 19.6019 -0.0029 0.173404
26 0.7341 15.3183 0.7341 20.336 -0.0033 0.172628
27 0.7317 15.8537 0.7317 21.0677 -0.0024 0.172064
28 0.7279 16.3836 0.7279 21.7956 -0.0038 0.17117
29 0.7251 16.9093 0.7251 22.5207 -0.0028 0.170512
30 0.7207 17.4287 0.7207 23.2414 -0.0044 0.169477
31 0.7158 17.9411 0.7158 23.9572 -0.0049 0.168325
32 0.7123 18.4485 0.7123 24.6695 -0.0035 0.167502
33 0.7066 18.9478 0.7066 25.3761 -0.0057 0.166161
34 0.7004 19.4383 0.7004 26.0765 -0.0062 0.164703
35 0.6959 19.9226 0.6959 26.7724 -0.0045 0.163645
36 0.6888 20.3971 0.6888 27.4612 -0.0071 0.161975
37 0.681 20.8608 0.681 28.1422 -0.0078 0.160141
38 0.6756 21.3173 0.6756 28.8178 -0.0054 0.158871
39 0.6668 21.7619 0.6668 29.4846 -0.0088 0.156802
40 0.6574 22.194 0.6574 30.142 -0.0094 0.154592
41 0.6508 22.6176 0.6508 30.7928 -0.0066 0.15304
42 0.6403 23.0276 0.6403 31.4331 -0.0105 0.15057
43 0.6329 23.4281 0.6329 32.066 -0.0074 0.14883
44 0.6213 23.8141 0.6213 32.6873 -0.0116 0.146102
45 0.6088 24.1848 0.6088 33.2961 -0.0125 0.143163
46 0.6001 24.5449 0.6001 33.8962 -0.0087 0.141117
47 0.5865 24.8889 0.5865 34.4827 -0.0136 0.137919
48 0.5769 25.2217 0.5769 35.0596 -0.0096 0.135661
49 0.5619 25.5374 0.5619 35.6215 -0.015 0.132134
50 0.5461 25.8357 0.5461 36.1676 -0.0158 0.128419
51 0.5351 26.122 0.5351 36.7027 -0.011 0.125832
52 0.5179 26.3902 0.5179 37.2206 -0.0172 0.121787
53 0.5059 26.6461 0.5059 37.7265 -0.012 0.118965
54 0.4874 26.8837 0.4874 38.2139 -0.0185 0.114615
55 0.4756 27.1099 0.4756 38.6895 -0.0118 0.11184
56 0.4598 27.3213 0.4598 39.1493 -0.0158 0.108125
57 0.4489 27.5228 0.4489 39.5982 -0.0109 0.105562
58 0.4467 27.7224 0.4467 40.0449 -0.0022 0.105044
59 0.4212 27.8998 0.4212 40.4661 -0.0255 0.0990477
60 0.3659 28.0337 0.3659 40.832 -0.0553 0.0860436
61 0.3512 28.157 0.3512 41.1832 -0.0147 0.0825868
62 0.3414 28.2736 0.3414 41.5246 -0.0098 0.0802823
63 0.3263 28.38 0.3263 41.8509 -0.0151 0.0767314
64 0.3107 28.4766 0.3107 42.1616 -0.0156 0.073063
65 0.2999 28.5665 0.2999 42.4615 -0.0108 0.0705233
66 0.2833 28.6468 0.2833 42.7448 -0.0166 0.0666197
67 0.2661 28.7176 0.2661 43.0109 -0.0172 0.062575
68 0.2482 28.7792 0.2482 43.2591 -0.0179 0.0583657
69 0.236 28.8349 0.236 43.4951 -0.0122 0.0554968
70 0.2172 28.882 0.2172 43.7123 -0.0188 0.0510759
71 0.2044 28.9238 0.2044 43.9167 -0.0128 0.0480659
72 0.1849 28.958 0.1849 44.1016 -0.0195 0.0434803
73 0.1649 28.9852 0.1649 44.2665 -0.02 0.0387772
74 0.1513 29.0081 0.1513 44.4178 -0.0136 0.0355791
75 0.1306 29.0252 0.1306 44.5484 -0.0207 0.0307114
76 0.1096 29.0372 0.1096 44.658 -0.021 0.0257731
77 0.0955 29.0463 0.0955 44.7535 -0.0141 0.0224574
78 0.0741 29.0518 0.0741 44.8276 -0.0214 0.0174251
79 0.0598 29.0554 0.0598 44.8874 -0.0143 0.0140623
80 0.0382 29.0568 0.0382 44.9256 -0.0216 0.00898296
81 0.0166 29.0571 0.0166 44.9422 -0.0216 0.00390359
82 0.0022 29.0571 0.0022 44.9444 -0.0144 0.000517343
83 -0.0193 29.0575 -0.0193 44.9251 -0.0215 -0.00453851
84 -0.0335 29.0586 -0.0335 44.8916 -0.0142 -0.00787773
85 -0.0545 29.0616 -0.0545 44.8371 -0.021 -0.012816
86 -0.0683 29.0662 -0.0683 44.7688 -0.0138 -0.0160612
87 -0.0888 29.0741 -0.0888 44.68 -0.0205 -0.0208819
88 -0.1085 29.0859 -0.1085 44.5715 -0.0197 -0.0255144
89 -0.1214 29.1006 -0.1214 44.4501 -0.0129 -0.0285479
90 -0.1405 29.1204 -0.1405 44.3096 -0.0191 -0.0330394
91 -0.1586 29.1455 -0.1586 44.151 -0.0181 -0.0372957
92 -0.1761 29.1765 -0.1761 43.9749 -0.0175 -0.041411
93 -0.1872 29.2116 -0.1872 43.7877 -0.0111 -0.0440212
94 -0.203 29.2528 -0.203 43.5847 -0.0158 -0.0477367
95 -0.213 29.2981 -0.213 43.3717 -0.01 -0.0500882
96 -0.227 29.3497 -0.227 43.1447 -0.014 -0.0533804
97 -0.2397 29.4071 -0.2397 42.905 -0.0127 -0.0563669
98 -0.2475 29.4684 -0.2475 42.6575 -0.0078 -0.0582011
